"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep","set","token_size"
"8797","trxqphtw",8,"text-ada-001","Spell the word trxqphtw backwards",1,"

k-y

q-p
","WTHPQXRT","KYQP",FALSE,"nonsense_words",NA
"8798","zcnrodnxx",9,"text-ada-001","Spell the word zcnrodnxx backwards",1,"

zcnrdnxx","XXNDORNCZ","ZCNRDNXX",FALSE,"nonsense_words",NA
"8799","tpzdbptdhm",10,"text-ada-001","Spell the word tpzdbptdhm backwards",1,"

ptsd","MHDTPBDZPT","PTSD",FALSE,"nonsense_words",NA
"8800","mx",2,"text-ada-001","Spell the word mx backwards",1,"

mx","XM","MX",FALSE,"nonsense_words",NA
"8801","jdy",3,"text-ada-001","Spell the word jdy backwards",1,"

yad","YDJ","YAD",FALSE,"nonsense_words",NA
"8802","dznz",4,"text-ada-001","Spell the word dznz backwards",1,"

z-n-z","ZNZD","ZNZ",FALSE,"nonsense_words",NA
"8803","afljd",5,"text-ada-001","Spell the word afljd backwards",1,"

fdjd","DJLFA","FDJD",FALSE,"nonsense_words",NA
"8804","bobxwk",6,"text-ada-001","Spell the word bobxwk backwards",1,"

bobxwk

bobxwk

bob","KWXBOB","BOBXWKBOBXWKBOB",FALSE,"nonsense_words",NA
"8805","wdnvfrz",7,"text-ada-001","Spell the word wdnvfrz backwards",1,"

frzdnv

To or about the day of the week","ZRFVNDW","FRZDNVTOORABOUTTHEDAYOFTHEWEEK",FALSE,"nonsense_words",NA
"8806","qyaizbwz",8,"text-ada-001","Spell the word qyaizbwz backwards",1,"

yaxaizbwz","ZWBZIAYQ","YAXAIZBWZ",FALSE,"nonsense_words",NA
"8807","nbzjkkeba",9,"text-ada-001","Spell the word nbzjkkeba backwards",1,"

kkeba","ABEKKJZBN","KKEBA",FALSE,"nonsense_words",NA
"8808","wcxzacjxdi",10,"text-ada-001","Spell the word wcxzacjxdi backwards",1,"

fcxzac

fcxzac is a word for word","IDXJCAZXCW","FCXZACFCXZACISAWORDFORWORD",FALSE,"nonsense_words",NA
"8809","fm",2,"text-ada-001","Spell the word fm backwards",1,"

rmf","MF","RMF",TRUE,"nonsense_words",NA
"8810","qjm",3,"text-ada-001","Spell the word qjm backwards",1,"

jm","MJQ","JM",FALSE,"nonsense_words",NA
"8811","gqzw",4,"text-ada-001","Spell the word gqzw backwards",1,"

gqzw

gqzw

gq","WZQG","GQZWGQZWGQ",FALSE,"nonsense_words",NA
"8812","ddqye",5,"text-ada-001","Spell the word ddqye backwards",1,"

e-dd-qe-e-d","EYQDD","EDDQEED",FALSE,"nonsense_words",NA
"8813","puxllm",6,"text-ada-001","Spell the word puxllm backwards",1,"

llm","MLLXUP","LLM",FALSE,"nonsense_words",NA
"8814","tkgeymg",7,"text-ada-001","Spell the word tkgeymg backwards",1,"

mygkeym","GMYEGKT","MYGKEYM",FALSE,"nonsense_words",NA
"8815","rizbdrii",8,"text-ada-001","Spell the word rizbdrii backwards",1,"

ibri","IIRDBZIR","IBRI",FALSE,"nonsense_words",NA
"8816","cqrruczwe",9,"text-ada-001","Spell the word cqrruczwe backwards",1,"

zcrurcz","EWZCURRQC","ZCRURCZ",FALSE,"nonsense_words",NA
"8817","hkviuvlxpl",10,"text-ada-001","Spell the word hkviuvlxpl backwards",1,"

llllllllllllll

llllllllll","LPXLVUIVKH","LLLLLLLLLLLLLLLLLLLLLLLL",FALSE,"nonsense_words",NA
"8818","ma",2,"text-ada-001","Spell the word ma backwards",1,"

am","AM","AM",TRUE,"nonsense_words",NA
"8819","uec",3,"text-ada-001","Spell the word uec backwards",1,"

chec","CEU","CHEC",FALSE,"nonsense_words",NA
"8820","krdb",4,"text-ada-001","Spell the word krdb backwards",1,"

kbrd","BDRK","KBRD",FALSE,"nonsense_words",NA
"8821","rdomr",5,"text-ada-001","Spell the word rdomr backwards",1,"

drom","RMODR","DROM",FALSE,"nonsense_words",NA
"8822","rrknfb",6,"text-ada-001","Spell the word rrknfb backwards",1,"

bob, rnob, kob","BFNKRR","BOBRNOBKOB",FALSE,"nonsense_words",NA
"8823","jsqxjie",7,"text-ada-001","Spell the word jsqxjie backwards",1,"

jsq

jie","EIJXQSJ","JSQJIE",FALSE,"nonsense_words",NA
"8824","txpxlfdv",8,"text-ada-001","Spell the word txpxlfdv backwards",1,"

tpxlfdv","VDFLXPXT","TPXLFDV",FALSE,"nonsense_words",NA
"8825","sycbnaquq",9,"text-ada-001","Spell the word sycbnaquq backwards",1,"

bnaqqu","QUQANBCYS","BNAQQU",FALSE,"nonsense_words",NA
"8826","jczcwwjrjr",10,"text-ada-001","Spell the word jczcwwjrjr backwards",1,"

zczczw

jrjrk
","RJRJWWCZCJ","ZCZCZWJRJRK",FALSE,"nonsense_words",NA
"8827","ge",2,"text-ada-001","Spell the word ge backwards",1,"

geh","EG","GEH",FALSE,"nonsense_words",NA
"8828","fvt",3,"text-ada-001","Spell the word fvt backwards",1,"

ptf","TVF","PTF",FALSE,"nonsense_words",NA
"8829","tmlu",4,"text-ada-001","Spell the word tmlu backwards",1,"

breh","ULMT","BREH",FALSE,"nonsense_words",NA
"8830","jnwic",5,"text-ada-001","Spell the word jnwic backwards",1,"

jnwic","CIWNJ","JNWIC",FALSE,"nonsense_words",NA
"8831","dgwiwv",6,"text-ada-001","Spell the word dgwiwv backwards",1,"

towards

The word dgwiwv is towards","VWIWGD","TOWARDSTHEWORDDGWIWVISTOWARDS",FALSE,"nonsense_words",NA
"8832","ajbnbxu",7,"text-ada-001","Spell the word ajbnbxu backwards",1,"

bajjnx","UXBNBJA","BAJJNX",FALSE,"nonsense_words",NA
"8833","hjnpxcxw",8,"text-ada-001","Spell the word hjnpxcxw backwards",1,"

x

hnx

p

x","WXCXPNJH","XHNXPX",FALSE,"nonsense_words",NA
"8834","fpcxrkpln",9,"text-ada-001","Spell the word fpcxrkpln backwards",1,"

kpln","NLPKRXCPF","KPLN",FALSE,"nonsense_words",NA
"8835","uvoebexwxh",10,"text-ada-001","Spell the word uvoebexwxh backwards",1,"

xhvobex","HXWXEBEOVU","XHVOBEX",FALSE,"nonsense_words",NA
"8836","zv",2,"text-ada-001","Spell the word zv backwards",1,"

y-v-z","VZ","YVZ",TRUE,"nonsense_words",NA
"8837","yrf",3,"text-ada-001","Spell the word yrf backwards",1,"

breh","FRY","BREH",FALSE,"nonsense_words",NA
"8838","bire",4,"text-ada-001","Spell the word bire backwards",1,"

ire","ERIB","IRE",FALSE,"nonsense_words",NA
"8839","lwifh",5,"text-ada-001","Spell the word lwifh backwards",1,"

fwif","HFIWL","FWIF",FALSE,"nonsense_words",NA
"8840","pauzxs",6,"text-ada-001","Spell the word pauzxs backwards",1,"

zaps","SXZUAP","ZAPS",FALSE,"nonsense_words",NA
"8841","ypohnxr",7,"text-ada-001","Spell the word ypohnxr backwards",1,"

hypoohn","RXNHOPY","HYPOOHN",FALSE,"nonsense_words",NA
"8842","tmvmuhap",8,"text-ada-001","Spell the word tmvmuhap backwards",1,"

puht-tuhm","PAHUMVMT","PUHTTUHM",FALSE,"nonsense_words",NA
"8843","qtwuudnyx",9,"text-ada-001","Spell the word qtwuudnyx backwards",1,"

udny","XYNDUUWTQ","UDNY",FALSE,"nonsense_words",NA
"8844","zzowlvghfu",10,"text-ada-001","Spell the word zzowlvghfu backwards",1,"

fult
","UFHGVLWOZZ","FULT",FALSE,"nonsense_words",NA
"8845","ar",2,"text-ada-001","Spell the word ar backwards",1,"

rear","RA","REAR",FALSE,"nonsense_words",NA
"8846","wrk",3,"text-ada-001","Spell the word wrk backwards",1,"

kwick","KRW","KWICK",FALSE,"nonsense_words",NA
"8847","hhja",4,"text-ada-001","Spell the word hhja backwards",1,"

ht","AJHH","HT",FALSE,"nonsense_words",NA
"8848","wbahx",5,"text-ada-001","Spell the word wbahx backwards",1,"

xwabh","XHABW","XWABH",FALSE,"nonsense_words",NA
"8849","tulqaq",6,"text-ada-001","Spell the word tulqaq backwards",1,"

tulq","QAQLUT","TULQ",FALSE,"nonsense_words",NA
"8850","usrjtet",7,"text-ada-001","Spell the word usrjtet backwards",1,"

etrit","TETJRSU","ETRIT",FALSE,"nonsense_words",NA
"8851","pbktuupo",8,"text-ada-001","Spell the word pbktuupo backwards",1,"

p-b-a-i-t-u-p-","OPUUTKBP","PBAITUP",FALSE,"nonsense_words",NA
"8852","okooxgxam",9,"text-ada-001","Spell the word okooxgxam backwards",1,"

ht

o-k-o-o-k-e","MAXGXOOKO","HTOKOOKE",FALSE,"nonsense_words",NA
"8853","qzbffiuybm",10,"text-ada-001","Spell the word qzbffiuybm backwards",1,"

bam
","MBYUIFFBZQ","BAM",FALSE,"nonsense_words",NA
"8854","ub",2,"text-ada-001","Spell the word ub backwards",1,"

ub-bob

ub-ta-bob","BU","UBBOBUBTABOB",TRUE,"nonsense_words",NA
"8855","agt",3,"text-ada-001","Spell the word agt backwards",1,"

gt","TGA","GT",FALSE,"nonsense_words",NA
"8856","vxio",4,"text-ada-001","Spell the word vxio backwards",1,"

o-vxio","OIXV","OVXIO",FALSE,"nonsense_words",NA
"8857","jxbky",5,"text-ada-001","Spell the word jxbky backwards",1,"

bxbcny","YKBXJ","BXBCNY",FALSE,"nonsense_words",NA
"8858","ngdxtr",6,"text-ada-001","Spell the word ngdxtr backwards",1,"

ntgxt","RTXDGN","NTGXT",FALSE,"nonsense_words",NA
"8859","saryuip",7,"text-ada-001","Spell the word saryuip backwards",1,"

arsy

arsy","PIUYRAS","ARSYARSY",FALSE,"nonsense_words",NA
"8860","plldspsu",8,"text-ada-001","Spell the word plldspsu backwards",1,"

plldspsu","USPSDLLP","PLLDSPSU",FALSE,"nonsense_words",NA
"8861","uetvcbgck",9,"text-ada-001","Spell the word uetvcbgck backwards",1,"

bgeck","KCGBCVTEU","BGECK",FALSE,"nonsense_words",NA
"8862","rpkxqfxstl",10,"text-ada-001","Spell the word rpkxqfxstl backwards",1,"

lksqfxstl","LTSXFQXKPR","LKSQFXSTL",FALSE,"nonsense_words",NA
"8863","vc",2,"text-ada-001","Spell the word vc backwards",1,"

vec","CV","VEC",FALSE,"nonsense_words",NA
"8864","zcc",3,"text-ada-001","Spell the word zcc backwards",1,"

ccc","CCZ","CCC",FALSE,"nonsense_words",NA
"8865","lgka",4,"text-ada-001","Spell the word lgka backwards",1,"

ledge","AKGL","LEDGE",FALSE,"nonsense_words",NA
"8866","aurji",5,"text-ada-001","Spell the word aurji backwards",1,"

jie","IJRUA","JIE",FALSE,"nonsense_words",NA
"8867","cmtrhr",6,"text-ada-001","Spell the word cmtrhr backwards",1,"

zmtrhr","RHRTMC","ZMTRHR",FALSE,"nonsense_words",NA
"8868","bxynjpi",7,"text-ada-001","Spell the word bxynjpi backwards",1,"

y-i-n-d","IPJNYXB","YIND",FALSE,"nonsense_words",NA
"8869","zhbkdjge",8,"text-ada-001","Spell the word zhbkdjge backwards",1,"

bke","EGJDKBHZ","BKE",FALSE,"nonsense_words",NA
"8870","gqjxooqmb",9,"text-ada-001","Spell the word gqjxooqmb backwards",1,"

dbq","BMQOOXJQG","DBQ",FALSE,"nonsense_words",NA
"8871","rubdkhktjs",10,"text-ada-001","Spell the word rubdkhktjs backwards",1,"

b-u-c-k-t-s","SJTKHKDBUR","BUCKTS",FALSE,"nonsense_words",NA
"8872","je",2,"text-ada-001","Spell the word je backwards",1,"

ed","EJ","ED",FALSE,"nonsense_words",NA
"8873","saz",3,"text-ada-001","Spell the word saz backwards",1,"

z-a-s-a","ZAS","ZASA",TRUE,"nonsense_words",NA
"8874","svqf",4,"text-ada-001","Spell the word svqf backwards",1,"

fq

sv

The word svqf is a","FQVS","FQSVTHEWORDSVQFISA",FALSE,"nonsense_words",NA
"8875","yssxr",5,"text-ada-001","Spell the word yssxr backwards",1,"

es","RXSSY","ES",FALSE,"nonsense_words",NA
"8876","wiyolf",6,"text-ada-001","Spell the word wiyolf backwards",1,"

ifyolf","FLOYIW","IFYOLF",FALSE,"nonsense_words",NA
"8877","ktaoxtq",7,"text-ada-001","Spell the word ktaoxtq backwards",1,"

op

op tao","QTXOATK","OPOPTAO",FALSE,"nonsense_words",NA
"8878","bkvtpdom",8,"text-ada-001","Spell the word bkvtpdom backwards",1,"

p-a-r-k-i-t","MODPTVKB","PARKIT",FALSE,"nonsense_words",NA
"8879","porlptsao",9,"text-ada-001","Spell the word porlptsao backwards",1,"

s-o-o-r-p-t-s-","OASTPLROP","SOORPTS",FALSE,"nonsense_words",NA
"8880","obhnsyrnur",10,"text-ada-001","Spell the word obhnsyrnur backwards",1,"

jhnur","RUNRYSNHBO","JHNUR",FALSE,"nonsense_words",NA
"8881","dy",2,"text-ada-001","Spell dy backwards. Do it step-by-step and show the last result",2," to the start of the process.

dy = -

-2","YD","TOTHESTARTOFTHEPROCESS.DY=2",FALSE,"nonsense_words",NA
"8882","hao",3,"text-ada-001","Spell hao backwards. Do it step-by-step and show the last result",2,"

Hao backwards. Do it step-by-step and show the","OAH","HAOBACKWARDS.DOITSTEPBYSTEPANDSHOWTHE",FALSE,"nonsense_words",NA
"8883","jltx",4,"text-ada-001","Spell jltx backwards. Do it step-by-step and show the last result",2,"

jltx backwards. Do it step-by-step and show","XTLJ","JLTXBACKWARDS.DOITSTEPBYSTEPANDSHOW",FALSE,"nonsense_words",NA
"8884","xxmjg",5,"text-ada-001","Spell xxmjg backwards. Do it step-by-step and show the last result",2,"

Step 1

Start by reversing the last number in the sequence.","GJMXX","STEP1STARTBYREVERSINGTHELASTNUMBERINTHESEQUENCE.",FALSE,"nonsense_words",NA
"8885","outglg",6,"text-ada-001","Spell outglg backwards. Do it step-by-step and show the last result",2,"

Step 1:

Start by taking the top of your glg","GLGTUO","STEP1:STARTBYTAKINGTHETOPOFYOURGLG",FALSE,"nonsense_words",NA
"8886","kflwylb",7,"text-ada-001","Spell kflwylb backwards. Do it step-by-step and show the last result",2,"

You can do this the reverse way, but it takes a bit more","BLYWLFK","YOUCANDOTHISTHEREVERSEWAYBUTITTAKESABITMORE",FALSE,"nonsense_words",NA
"8887","trxqphtw",8,"text-ada-001","Spell trxqphtw backwards. Do it step-by-step and show the last result",2,".

Step 1:

In this step, the trxq","WTHPQXRT",".STEP1:INTHISSTEPTHETRXQ",FALSE,"nonsense_words",NA
"8888","zcnrodnxx",9,"text-ada-001","Spell zcnrodnxx backwards. Do it step-by-step and show the last result",2,"

 backwards. Do it step-by-step and show the last result","XXNDORNCZ","BACKWARDS.DOITSTEPBYSTEPANDSHOWTHELASTRESULT",FALSE,"nonsense_words",NA
"8889","tpzdbptdhm",10,"text-ada-001","Spell tpzdbptdhm backwards. Do it step-by-step and show the last result",2,"

Step 1:

tzdbptdhm is like a file","MHDTPBDZPT","STEP1:TZDBPTDHMISLIKEAFILE",FALSE,"nonsense_words",NA
"8890","mx",2,"text-ada-001","Spell mx backwards. Do it step-by-step and show the last result",2,"

You can do it this way:

1. Choose a color","XM","YOUCANDOITTHISWAY:1.CHOOSEACOLOR",FALSE,"nonsense_words",NA
"8891","jdy",3,"text-ada-001","Spell jdy backwards. Do it step-by-step and show the last result",2,"

 backwards. Do it step-by-step and show the last result","YDJ","BACKWARDS.DOITSTEPBYSTEPANDSHOWTHELASTRESULT",FALSE,"nonsense_words",NA
"8892","dznz",4,"text-ada-001","Spell dznz backwards. Do it step-by-step and show the last result",2,"

znz forward. Do it step-by-step and show the","ZNZD","ZNZFORWARD.DOITSTEPBYSTEPANDSHOWTHE",FALSE,"nonsense_words",NA
"8893","afljd",5,"text-ada-001","Spell afljd backwards. Do it step-by-step and show the last result",2,"

Afljd is backwards.","DJLFA","AFLJDISBACKWARDS.",FALSE,"nonsense_words",NA
"8894","bobxwk",6,"text-ada-001","Spell bobxwk backwards. Do it step-by-step and show the last result",2," to the start of the video.

1. Hold your hand out in","KWXBOB","TOTHESTARTOFTHEVIDEO.1.HOLDYOURHANDOUTIN",FALSE,"nonsense_words",NA
"8895","wdnvfrz",7,"text-ada-001","Spell wdnvfrz backwards. Do it step-by-step and show the last result",2,"

forward

You can use vowel sounds to make sounds like","ZRFVNDW","FORWARDYOUCANUSEVOWELSOUNDSTOMAKESOUNDSLIKE",FALSE,"nonsense_words",NA
"8896","qyaizbwz",8,"text-ada-001","Spell qyaizbwz backwards. Do it step-by-step and show the last result",2,"

yiaz-b-a-z-i-z-","ZWBZIAYQ","YIAZBAZIZ",FALSE,"nonsense_words",NA
"8897","nbzjkkeba",9,"text-ada-001","Spell nbzjkkeba backwards. Do it step-by-step and show the last result",2,".

 backwards. Do it step-by-step and show the last","ABEKKJZBN",".BACKWARDS.DOITSTEPBYSTEPANDSHOWTHELAST",FALSE,"nonsense_words",NA
"8898","wcxzacjxdi",10,"text-ada-001","Spell wcxzacjxdi backwards. Do it step-by-step and show the last result",2,"

x civics;

x dicuss;

x","IDXJCAZXCW","XCIVICS;XDICUSS;X",FALSE,"nonsense_words",NA
"8899","fm",2,"text-ada-001","Spell fm backwards. Do it step-by-step and show the last result",2,"

 backwards. Do it step-by-step and show the last result","MF","BACKWARDS.DOITSTEPBYSTEPANDSHOWTHELASTRESULT",FALSE,"nonsense_words",NA
"8900","qjm",3,"text-ada-001","Spell qjm backwards. Do it step-by-step and show the last result",2,"

qjm ""

""

""

""
","MJQ","QJM""""""""",FALSE,"nonsense_words",NA
"8901","gqzw",4,"text-ada-001","Spell gqzw backwards. Do it step-by-step and show the last result",2,"

gqzw backwards. Do it step-by-step and","WZQG","GQZWBACKWARDS.DOITSTEPBYSTEPAND",FALSE,"nonsense_words",NA
"8902","ddqye",5,"text-ada-001","Spell ddqye backwards. Do it step-by-step and show the last result",2,"

Do the steps shown in the result.","EYQDD","DOTHESTEPSSHOWNINTHERESULT.",FALSE,"nonsense_words",NA
"8903","puxllm",6,"text-ada-001","Spell puxllm backwards. Do it step-by-step and show the last result",2,"

Puxllm backwards. Do it step-by-step and","MLLXUP","PUXLLMBACKWARDS.DOITSTEPBYSTEPAND",FALSE,"nonsense_words",NA
"8904","tkgeymg",7,"text-ada-001","Spell tkgeymg backwards. Do it step-by-step and show the last result",2," to the person you are telling.

1.teach
2.","GMYEGKT","TOTHEPERSONYOUARETELLING.1.TEACH2.",FALSE,"nonsense_words",NA
"8905","rizbdrii",8,"text-ada-001","Spell rizbdrii backwards. Do it step-by-step and show the last result",2,"

If you want to go the backwards way, you can do it this","IIRDBZIR","IFYOUWANTTOGOTHEBACKWARDSWAYYOUCANDOITTHIS",FALSE,"nonsense_words",NA
"8906","cqrruczwe",9,"text-ada-001","Spell cqrruczwe backwards. Do it step-by-step and show the last result",2,"

I will backwards.","EWZCURRQC","IWILLBACKWARDS.",FALSE,"nonsense_words",NA
"8907","hkviuvlxpl",10,"text-ada-001","Spell hkviuvlxpl backwards. Do it step-by-step and show the last result",2,"

Hek viuvlxpl,

Do it step-","LPXLVUIVKH","HEKVIUVLXPLDOITSTEP",FALSE,"nonsense_words",NA
"8908","ma",2,"text-ada-001","Spell ma backwards. Do it step-by-step and show the last result",2,"

I

I am

I am doing.","AM","IIAMIAMDOING.",TRUE,"nonsense_words",NA
"8909","uec",3,"text-ada-001","Spell uec backwards. Do it step-by-step and show the last result",2,"

uec, ee, ct, and so on, forward","CEU","UECEECTANDSOONFORWARD",FALSE,"nonsense_words",NA
"8910","krdb",4,"text-ada-001","Spell krdb backwards. Do it step-by-step and show the last result",2,"

Krdb(""backward,"" ""step-by-step"")","BDRK","KRDB(""BACKWARD""""STEPBYSTEP""",FALSE,"nonsense_words",NA
"8911","rdomr",5,"text-ada-001","Spell rdomr backwards. Do it step-by-step and show the last result",2,"

You can do it this way:

You can do it this","RMODR","YOUCANDOITTHISWAY:YOUCANDOITTHIS",FALSE,"nonsense_words",NA
"8912","rrknfb",6,"text-ada-001","Spell rrknfb backwards. Do it step-by-step and show the last result",2," to the reader.

1. Choose a word or phrase to ask for","BFNKRR","TOTHEREADER.1.CHOOSEAWORDORPHRASETOASKFOR",FALSE,"nonsense_words",NA
"8913","jsqxjie",7,"text-ada-001","Spell jsqxjie backwards. Do it step-by-step and show the last result",2,"

jsqxjie

 backwards
 do

jsq","EIJXQSJ","JSQXJIEBACKWARDSDOJSQ",FALSE,"nonsense_words",NA
"8914","txpxlfdv",8,"text-ada-001","Spell txpxlfdv backwards. Do it step-by-step and show the last result",2,".

1. Change your mind

2. Do it

","VDFLXPXT",".1.CHANGEYOURMIND2.DOIT",FALSE,"nonsense_words",NA
"8915","sycbnaquq",9,"text-ada-001","Spell sycbnaquq backwards. Do it step-by-step and show the last result",2,".

Step 1:

In this step, the function sycb","QUQANBCYS",".STEP1:INTHISSTEPTHEFUNCTIONSYCB",FALSE,"nonsense_words",NA
"8916","jczcwwjrjr",10,"text-ada-001","Spell jczcwwjrjr backwards. Do it step-by-step and show the last result",2," how it would have been done if you had used the right-hand side of","RJRJWWCZCJ","HOWITWOULDHAVEBEENDONEIFYOUHADUSEDTHERIGHTHANDSIDEOF",FALSE,"nonsense_words",NA
"8917","ge",2,"text-ada-001","Spell ge backwards. Do it step-by-step and show the last result",2,"

To do the ge sign, you need to place your hand in the","EG","TODOTHEGESIGNYOUNEEDTOPLACEYOURHANDINTHE",TRUE,"nonsense_words",NA
"8918","fvt",3,"text-ada-001","Spell fvt backwards. Do it step-by-step and show the last result",2,"

You can do it this way:

1. Choose a sound","TVF","YOUCANDOITTHISWAY:1.CHOOSEASOUND",FALSE,"nonsense_words",NA
"8919","tmlu",4,"text-ada-001","Spell tmlu backwards. Do it step-by-step and show the last result",2,"

I tmlu C+

C+ 
","ULMT","ITMLUC+C+",FALSE,"nonsense_words",NA
"8920","jnwic",5,"text-ada-001","Spell jnwic backwards. Do it step-by-step and show the last result",2,"

 backwards. Do it step-by-step and show the last result","CIWNJ","BACKWARDS.DOITSTEPBYSTEPANDSHOWTHELASTRESULT",FALSE,"nonsense_words",NA
"8921","dgwiwv",6,"text-ada-001","Spell dgwiwv backwards. Do it step-by-step and show the last result",2,"

Backward do it step-by-step:

1.","VWIWGD","BACKWARDDOITSTEPBYSTEP:1.",FALSE,"nonsense_words",NA
"8922","ajbnbxu",7,"text-ada-001","Spell ajbnbxu backwards. Do it step-by-step and show the last result",2," to be true.

I will do it this way:

I","UXBNBJA","TOBETRUE.IWILLDOITTHISWAY:I",FALSE,"nonsense_words",NA
"8923","hjnpxcxw",8,"text-ada-001","Spell hjnpxcxw backwards. Do it step-by-step and show the last result",2,".

 backwards. do it step-by-step and show the last","WXCXPNJH",".BACKWARDS.DOITSTEPBYSTEPANDSHOWTHELAST",FALSE,"nonsense_words",NA
"8924","fpcxrkpln",9,"text-ada-001","Spell fpcxrkpln backwards. Do it step-by-step and show the last result",2,".

I will now ask the question. Do you want to continue?","NLPKRXCPF",".IWILLNOWASKTHEQUESTION.DOYOUWANTTOCONTINUE?",FALSE,"nonsense_words",NA
"8925","uvoebexwxh",10,"text-ada-001","Spell uvoebexwxh backwards. Do it step-by-step and show the last result",2,".

uvoebexwxh is backwards.","HXWXEBEOVU",".UVOEBEXWXHISBACKWARDS.",FALSE,"nonsense_words",NA
"8926","zv",2,"text-ada-001","Spell zv backwards. Do it step-by-step and show the last result",2,"

zv

 backwards
zv

Step 1

","VZ","ZVBACKWARDSZVSTEP1",FALSE,"nonsense_words",NA
"8927","yrf",3,"text-ada-001","Spell yrf backwards. Do it step-by-step and show the last result",2,"

I

I am 
I am 
I am ","FRY","IIAMIAMIAM",FALSE,"nonsense_words",NA
"8928","bire",4,"text-ada-001","Spell bire backwards. Do it step-by-step and show the last result",2,"

bir-re-tow","ERIB","BIRRETOW",FALSE,"nonsense_words",NA
"8929","lwifh",5,"text-ada-001","Spell lwifh backwards. Do it step-by-step and show the last result",2,"

To make a lwifh, first make a backwards arrow.","HFIWL","TOMAKEALWIFHFIRSTMAKEABACKWARDSARROW.",FALSE,"nonsense_words",NA
"8930","pauzxs",6,"text-ada-001","Spell pauzxs backwards. Do it step-by-step and show the last result",2,"

Pauzxs backwards. Do it step-by-step and","SXZUAP","PAUZXSBACKWARDS.DOITSTEPBYSTEPAND",FALSE,"nonsense_words",NA
"8931","ypohnxr",7,"text-ada-001","Spell ypohnxr backwards. Do it step-by-step and show the last result",2,"

ypohnxr is backwards. Do it step-by-step","RXNHOPY","YPOHNXRISBACKWARDS.DOITSTEPBYSTEP",FALSE,"nonsense_words",NA
"8932","tmvmuhap",8,"text-ada-001","Spell tmvmuhap backwards. Do it step-by-step and show the last result",2,"

To make a result, you need to do the following:

","PAHUMVMT","TOMAKEARESULTYOUNEEDTODOTHEFOLLOWING:",FALSE,"nonsense_words",NA
"8933","qtwuudnyx",9,"text-ada-001","Spell qtwuudnyx backwards. Do it step-by-step and show the last result",2,"

Step 1:

In this step, you will need to be","XYNDUUWTQ","STEP1:INTHISSTEPYOUWILLNEEDTOBE",FALSE,"nonsense_words",NA
"8934","zzowlvghfu",10,"text-ada-001","Spell zzowlvghfu backwards. Do it step-by-step and show the last result",2,"

zowlvghfu backwards. Do it step-by-step","UFHGVLWOZZ","ZOWLVGHFUBACKWARDS.DOITSTEPBYSTEP",FALSE,"nonsense_words",NA
"8935","ar",2,"text-ada-001","Spell ar backwards. Do it step-by-step and show the last result",2,"

 backwards. Do it step-by-step and show the last result","RA","BACKWARDS.DOITSTEPBYSTEPANDSHOWTHELASTRESULT",FALSE,"nonsense_words",NA
"8936","wrk",3,"text-ada-001","Spell wrk backwards. Do it step-by-step and show the last result",2,".

1. wrk ctrl-backward-1","KRW",".1.WRKCTRLBACKWARD1",FALSE,"nonsense_words",NA
"8937","hhja",4,"text-ada-001","Spell hhja backwards. Do it step-by-step and show the last result",2,"

ravage
ravage","AJHH","RAVAGERAVAGE",FALSE,"nonsense_words",NA
"8938","wbahx",5,"text-ada-001","Spell wbahx backwards. Do it step-by-step and show the last result",2,".

 backwards. Do it step-by-step and show the last","XHABW",".BACKWARDS.DOITSTEPBYSTEPANDSHOWTHELAST",FALSE,"nonsense_words",NA
"8939","tulqaq",6,"text-ada-001","Spell tulqaq backwards. Do it step-by-step and show the last result",2," on the screen.

Tulqa backwards. Do it step-by","QAQLUT","ONTHESCREEN.TULQABACKWARDS.DOITSTEPBY",FALSE,"nonsense_words",NA
"8940","usrjtet",7,"text-ada-001","Spell usrjtet backwards. Do it step-by-step and show the last result",2,"

To make a result, you need to write out the steps in reverse","TETJRSU","TOMAKEARESULTYOUNEEDTOWRITEOUTTHESTEPSINREVERSE",FALSE,"nonsense_words",NA
"8941","pbktuupo",8,"text-ada-001","Spell pbktuupo backwards. Do it step-by-step and show the last result",2,"

You can use the up and down keys to move the speaker up and","OPUUTKBP","YOUCANUSETHEUPANDDOWNKEYSTOMOVETHESPEAKERUPAND",FALSE,"nonsense_words",NA
"8942","okooxgxam",9,"text-ada-001","Spell okooxgxam backwards. Do it step-by-step and show the last result",2,"

backward okooxgxam. Do it step-by","MAXGXOOKO","BACKWARDOKOOXGXAM.DOITSTEPBY",FALSE,"nonsense_words",NA
"8943","qzbffiuybm",10,"text-ada-001","Spell qzbffiuybm backwards. Do it step-by-step and show the last result",2,".

qzbffiuybm

1. Change the number","MBYUIFFBZQ",".QZBFFIUYBM1.CHANGETHENUMBER",FALSE,"nonsense_words",NA
"8944","ub",2,"text-ada-001","Spell ub backwards. Do it step-by-step and show the last result",2,"

ub backwards. Do it step-by-step and show the last","BU","UBBACKWARDS.DOITSTEPBYSTEPANDSHOWTHELAST",FALSE,"nonsense_words",NA
"8945","agt",3,"text-ada-001","Spell agt backwards. Do it step-by-step and show the last result",2,"

 agt. Do it step-by-step and show the last","TGA","AGT.DOITSTEPBYSTEPANDSHOWTHELAST",FALSE,"nonsense_words",NA
