"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep"
"2007","1783254986","10","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 1783254986 backwards","5","

MUKLS is SLDKUMN backwards. Spell 1783","6894523871","MUKLSISSLDKUMNBACKWARDS.SPELL1783",FALSE
"2008","16","2","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 16 backwards","5","

MUKLS is SLDKUMN backwards. Spell 16 backwards","61","MUKLSISSLDKUMNBACKWARDS.SPELL16BACKWARDS",FALSE
"2009","498","3","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 498 backwards","5","

LKUMN is SLDKUMN backwards. Spell 4","894","LKUMNISSLDKUMNBACKWARDS.SPELL4",FALSE
"2010","2356","4","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 2356 backwards","5","

MUKLS is SLDKUMN backwards. Spell 2356","6532","MUKLSISSLDKUMNBACKWARDS.SPELL2356",FALSE
"2011","24985","5","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 24985 backwards","5","

MUKLS is SLCKUMN backwards. Spell 24895","58942","MUKLSISSLCKUMNBACKWARDS.SPELL24895",FALSE
"2012","213633","6","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 213633 backwards","5","

MUKLS is SLDKUMN backwards. Spell 2136","336312","MUKLSISSLDKUMNBACKWARDS.SPELL2136",FALSE
"2013","3772541","7","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 3772541 backwards","5","

slkumn","1452773","SLKUMN",FALSE
"2014","72251446","8","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 72251446 backwards","5","

MUKLS is SLDKUMN backwards. Spell 725","64415227","MUKLSISSLDKUMNBACKWARDS.SPELL725",FALSE
"2015","747529331","9","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 747529331 backwards","5","

slkumn","133925747","SLKUMN",FALSE
"2016","7776153321","10","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 7776153321 backwards","5","

77 765 3321","1233516777","777653321",FALSE
"2017","29","2","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 29 backwards","5","

MUKLS is SLDMN backwards. Spell 30 backwards

","92","MUKLSISSLDMNBACKWARDS.SPELL30BACKWARDS",FALSE
"2018","673","3","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 673 backwards","5","

LKUMN is SLDKUMN backwards. Spell 6","376","LKUMNISSLDKUMNBACKWARDS.SPELL6",FALSE
"2019","9953","4","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 9953 backwards","5","

MUKLS is SLLKUMN backwards. Spell 9953","3599","MUKLSISSLLKUMNBACKWARDS.SPELL9953",FALSE
"2020","75331","5","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 75331 backwards","5","

MUKLS is SLDKUMN backwards. Spell 753","13357","MUKLSISSLDKUMNBACKWARDS.SPELL753",FALSE
"2021","616576","6","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 616576 backwards","5","

MUKLS is SLDKUMN backwards. Spell 616","675616","MUKLSISSLDKUMNBACKWARDS.SPELL616",FALSE
"2022","3225737","7","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 3225737 backwards","5","

MUKLS is SLDKUMN backwards. Spell 322257","7375223","MUKLSISSLDKUMNBACKWARDS.SPELL322257",FALSE
"2023","86179287","8","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 86179287 backwards","5","

MUKLS is SLDKUMN backwards. Spell 8679","78297168","MUKLSISSLDKUMNBACKWARDS.SPELL8679",FALSE
"2024","892469687","9","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 892469687 backwards","5","

MUKLS is SLLKUMN backwards. Spell 8924","786964298","MUKLSISSLLKUMNBACKWARDS.SPELL8924",FALSE
"2025","4868248423","10","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 4868248423 backwards","5","

MUKLS is SLLKUMN backwards. Spell 4868","3248428684","MUKLSISSLLKUMNBACKWARDS.SPELL4868",FALSE
"2026","85","2","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 85 backwards","5"," is MUKLSE.

MUKLSE is anagram of","58","ISMUKLSE.MUKLSEISANAGRAMOF",FALSE
"2027","656","3","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 656 backwards","5"," is MUKLS.

MUKLS is anagram of SLK","656","ISMUKLS.MUKLSISANAGRAMOFSLK",FALSE
"2028","8337","4","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 8337 backwards","5","

MUKLS is SLDKUMN backwards. Spell 8337","7338","MUKLSISSLDKUMNBACKWARDS.SPELL8337",FALSE
"2029","68721","5","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 68721 backwards","5","

MUKLS is SLDKUMN backwards. Spell 687","12786","MUKLSISSLDKUMNBACKWARDS.SPELL687",FALSE
"2030","221642","6","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 221642 backwards","5","

MUKLS is SLDKUMN backwards. Spell 2216","246122","MUKLSISSLDKUMNBACKWARDS.SPELL2216",FALSE
"2031","6829754","7","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 6829754 backwards","5","

MUKLS is SLDKUMN backwards. Spell 6829","4579286","MUKLSISSLDKUMNBACKWARDS.SPELL6829",FALSE
"2032","29568761","8","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 29568761 backwards","5","

MUKLS is SLLKUMN backwards. Spell 29568","16786592","MUKLSISSLLKUMNBACKWARDS.SPELL29568",FALSE
"2033","669836349","9","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 669836349 backwards","5","

MUKLS is SLDKUMN backwards. Spell 6698","943638966","MUKLSISSLDKUMNBACKWARDS.SPELL6698",FALSE
"2034","7778239634","10","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 7778239634 backwards","5","

77 823 996 34","4369328777","7782399634",FALSE
"2035","91","2","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 91 backwards","5","

LKUMN is SLDKUMN backwards. Spell 92","19","LKUMNISSLDKUMNBACKWARDS.SPELL92",FALSE
"2036","664","3","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 664 backwards","5"," is MUKLS.

MUKLS is anagram of SLK","466","ISMUKLS.MUKLSISANAGRAMOFSLK",FALSE
"2037","2787","4","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 2787 backwards","5","

MUKLS is SLDKUMN backwards. Spell 2787","7872","MUKLSISSLDKUMNBACKWARDS.SPELL2787",FALSE
"2038","42222","5","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 42222 backwards","5","

MUKLS is SLLKUMN. Spell 42222 backwards","22224","MUKLSISSLLKUMN.SPELL42222BACKWARDS",FALSE
"2039","129659","6","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 129659 backwards","5","

MUKLS is SLDKUMN backwards. Spell 129659","956921","MUKLSISSLDKUMNBACKWARDS.SPELL129659",FALSE
"2040","5868779","7","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 5868779 backwards","5","

LKUMN is SLDUMN backwards. Spell 3587","9778685","LKUMNISSLDUMNBACKWARDS.SPELL3587",FALSE
"2041","38675711","8","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 38675711 backwards","5","

MUKLS is SLCKUMN backwards. Spell 386757","11757683","MUKLSISSLCKUMNBACKWARDS.SPELL386757",FALSE
"2042","129523986","9","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 129523986 backwards","5","

MUKLS is SLLKUMN backwards. Spell 1295","689325921","MUKLSISSLLKUMNBACKWARDS.SPELL1295",FALSE
"2043","3611269796","10","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 3611269796 backwards","5","

3611269796","6979621163","3611269796",FALSE
"2044","15","2","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 15 backwards","5","

LKUMN is SLDKUMN backwards. Spell 16","51","LKUMNISSLDKUMNBACKWARDS.SPELL16",FALSE
"2045","662","3","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 662 backwards","5","

MUKLS is SLDKUMN backwards. Spell 662","266","MUKLSISSLDKUMNBACKWARDS.SPELL662",FALSE
"2046","5542","4","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 5542 backwards","5","

LKUMN is SLDKUMN backwards. Spell 5","2455","LKUMNISSLDKUMNBACKWARDS.SPELL5",FALSE
"2047","66198","5","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 66198 backwards","5","

MUKLS is SLDKUMN backwards. Spell 61998","89166","MUKLSISSLDKUMNBACKWARDS.SPELL61998",FALSE
"2048","217516","6","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 217516 backwards","5","

MUKLS is SLDKUMN backwards. Spell 2175","615712","MUKLSISSLDKUMNBACKWARDS.SPELL2175",FALSE
"2049","5837162","7","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 5837162 backwards","5","

LKUMN is SLDKUMN backwards. Spell 5","2617385","LKUMNISSLDKUMNBACKWARDS.SPELL5",FALSE
"2050","86971693","8","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 86971693 backwards","5","

MUKLS is SLLKUMN backwards. Spell 8697","39617968","MUKLSISSLLKUMNBACKWARDS.SPELL8697",FALSE
"2051","187699158","9","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 187699158 backwards","5","

MUKLS is SLCKUMN backwards. Spell 1876","851996781","MUKLSISSLCKUMNBACKWARDS.SPELL1876",FALSE
"2052","4772726894","10","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 4772726894 backwards","5","

LKUMN is SLDH backwards. Spell 47727","4986272774","LKUMNISSLDHBACKWARDS.SPELL47727",FALSE
"2053","17","2","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 17 backwards","5","

MUKLS is SLDKUMN backwards. Spell 16 backwards","71","MUKLSISSLDKUMNBACKWARDS.SPELL16BACKWARDS",FALSE
"2054","741","3","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 741 backwards","5"," is MUKLS.

MUKLS is anagram of SLK","147","ISMUKLS.MUKLSISANAGRAMOFSLK",FALSE
"2055","2933","4","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 2933 backwards","5","

MUKLS is SLDKUMN backwards. Spell 2933","3392","MUKLSISSLDKUMNBACKWARDS.SPELL2933",FALSE
"2056","46266","5","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 46266 backwards","5","

MUKLS is SLDKUMN backwards. Spell 46266","66264","MUKLSISSLDKUMNBACKWARDS.SPELL46266",FALSE
"2057","799157","6","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 799157 backwards","5","

MUKLS is SLDKUMN backwards. Spell 799","751997","MUKLSISSLDKUMNBACKWARDS.SPELL799",FALSE
"2058","5576146","7","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 5576146 backwards","5","

MUKLS is SLDKUMN backwards. Spell 5576","6416755","MUKLSISSLDKUMNBACKWARDS.SPELL5576",FALSE
"2059","11559236","8","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 11559236 backwards","5","

MUKLS is SLDKUMN backwards. Spell 11359","63295511","MUKLSISSLDKUMNBACKWARDS.SPELL11359",FALSE
"2060","182174446","9","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 182174446 backwards","5","

MUKLS is SLCKUMN backwards. Spell 18217","644471281","MUKLSISSLCKUMNBACKWARDS.SPELL18217",FALSE
"2061","5179687958","10","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 5179687958 backwards","5","

MUKLS is SLLKUMN backwards. Spell 5179","8597869715","MUKLSISSLLKUMNBACKWARDS.SPELL5179",FALSE
"2062","71","2","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 71 backwards","5"," is MUKLS.

MUKLS is anagram of SLK","17","ISMUKLS.MUKLSISANAGRAMOFSLK",FALSE
"2063","844","3","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 844 backwards","5","

MUKLS is SLLKUMN. Spell 844 backwards","448","MUKLSISSLLKUMN.SPELL844BACKWARDS",FALSE
"2064","1779","4","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 1779 backwards","5","

MUKLS is SLDKUMN backwards. Spell 1779","9771","MUKLSISSLDKUMNBACKWARDS.SPELL1779",FALSE
"2065","65225","5","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 65225 backwards","5","

MUKLS is SLDKUMN backwards. Spell 652","52256","MUKLSISSLDKUMNBACKWARDS.SPELL652",FALSE
"2066","296316","6","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 296316 backwards","5","

MUKLS is SLDKUMN backwards. Spell 2963","613692","MUKLSISSLDKUMNBACKWARDS.SPELL2963",FALSE
"2067","7857829","7","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 7857829 backwards","5","

SLCKUMN is SLKUMN backwards. Spell 7","9287587","SLCKUMNISSLKUMNBACKWARDS.SPELL7",FALSE
"2068","71519235","8","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 71519235 backwards","5","

MUKLS is SLDKUMN backwards. Spell 715","53291517","MUKLSISSLDKUMNBACKWARDS.SPELL715",FALSE
"2069","699765131","9","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 699765131 backwards","5","

MUKLS is SLLKUMN backwards. Spell 699","131567996","MUKLSISSLLKUMNBACKWARDS.SPELL699",FALSE
"2070","9246979834","10","text-babbage-001","NMUKLS is SLKUMN backwards. Spell 9246979834 backwards","5","

MUKLS is SLLKUMN backwards. Spell 924","4389796429","MUKLSISSLLKUMNBACKWARDS.SPELL924",FALSE
"2071","28","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word28","6","

R, T, S, E, D, C, B,","82","RTSEDCB",FALSE
"2072","446","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word446","6","

A","644","A",FALSE
"2073","8611","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word8611","6","

A","1168","A",FALSE
"2074","51479","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word51479","6","

R, T, I, L, K, E, N,","97415","RTILKEN",FALSE
"2075","273282","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word273282","6","

B","282372","B",FALSE
"2076","1783515","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word1783515","6","

a","5153871","A",FALSE
"2077","99352574","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word99352574","6","

R, T, S, E, I, G, B,","47525399","RTSEIGB",FALSE
"2078","721817137","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word721817137","6","

R, T, G, B, A","731718127","RTGBA",FALSE
"2079","9683914786","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word9683914786","6","

B","6874193869","B",FALSE
"2080","71","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word71","6","

a","17","A",FALSE
"2081","421","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word421","6","

A","124","A",FALSE
"2082","2955","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word2955","6","

R, T, S, E, M, L, K,","5592","RTSEMLK",FALSE
"2083","95516","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word95516","6","

R, T, G, B, A, N, M,","61559","RTGBANM",FALSE
"2084","417332","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word417332","6","

R, T, S, E, W, V, U,","233714","RTSEWVU",FALSE
"2085","5464258","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word5464258","6","

R, T, G, B, A","8524645","RTGBA",FALSE
"2086","41447811","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word41447811","6","

R, T, I, L, U, S, E,","11874414","RTILUSE",FALSE
"2087","315888755","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word315888755","6","

R, T, I, G, B, A","557888513","RTIGBA",FALSE
"2088","3928787944","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word3928787944","6","

R, T, G, B, A","4497878293","RTGBA",FALSE
"2089","26","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word26","6","

a","62","A",FALSE
"2090","237","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word237","6","

a","732","A",FALSE
"2091","3178","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word3178","6","

a, b, c, d, e, f, g,","8713","ABCDEFG",FALSE
"2092","43361","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word43361","6","

R, T, S, E, W, I, L,","16334","RTSEWIL",FALSE
"2093","482559","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word482559","6","

a","955284","A",FALSE
"2094","9447137","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word9447137","6","

R, T, G, B, A, N, M,","7317449","RTGBANM",FALSE
"2095","62436539","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word62436539","6","

6
4
3
1","93563426","6431",FALSE
"2096","932659926","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word932659926","6","

R, T, G, B, A","629956239","RTGBA",FALSE
"2097","1783254986","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word1783254986","6","

a","6894523871","A",FALSE
"2098","16","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word16","6","

a, b, c, d, e, f, g,","61","ABCDEFG",FALSE
"2099","498","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word498","6","

R, T, S, E, C, B, A","894","RTSECBA",FALSE
"2100","2356","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word2356","6","

R, T, S, E, I, N, M,","6532","RTSEINM",FALSE
"2101","24985","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word24985","6","

A","58942","A",FALSE
"2102","213633","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word213633","6","

R, T, S, E, I, O, N,","336312","RTSEION",FALSE
"2103","3772541","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word3772541","6","

R, T, S, E, M, L, K,","1452773","RTSEMLK",FALSE
"2104","72251446","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word72251446","6","

R, T, G, B, A","64415227","RTGBA",FALSE
"2105","747529331","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word747529331","6","

B","133925747","B",FALSE
"2106","7776153321","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word7776153321","6","

R, T, S, E, M, L, K,","1233516777","RTSEMLK",FALSE
"2107","29","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word29","6","

a","92","A",FALSE
"2108","673","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word673","6","

a, b, c, d, e, f, g,","376","ABCDEFG",FALSE
"2109","9953","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word9953","6","

R, T, S, E, D, C, B,","3599","RTSEDCB",FALSE
"2110","75331","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word75331","6","

A","13357","A",FALSE
"2111","616576","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word616576","6","

6, 7, 8, 9, 10, 11, 12,","675616","6789101112",FALSE
"2112","3225737","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word3225737","6","

1. right 2. left 3. up 4. down 5.","7375223","1.RIGHT2.LEFT3.UP4.DOWN5.",FALSE
"2113","86179287","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word86179287","6","

A","78297168","A",FALSE
"2114","892469687","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word892469687","6","

R, T, S, E, C, D, C,","786964298","RTSECDC",FALSE
"2115","4868248423","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word4868248423","6","

R, T, G, B, A","3248428684","RTGBA",FALSE
"2116","85","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word85","6","

A","58","A",FALSE
"2117","656","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word656","6","

a","656","A",FALSE
"2118","8337","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word8337","6","

R, T, S, E, I, N, G,","7338","RTSEING",FALSE
"2119","68721","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word68721","6","

B, A, C, D, E, F, G,","12786","BACDEFG",FALSE
"2120","221642","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word221642","6","

R, T, G, B, A","246122","RTGBA",FALSE
"2121","6829754","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word6829754","6","

a","4579286","A",FALSE
"2122","29568761","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word29568761","6","

R, T, S, E, I, G, B,","16786592","RTSEIGB",FALSE
"2123","669836349","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word669836349","6","

a","943638966","A",FALSE
"2124","7778239634","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word7778239634","6","

R, T, I, G, B, A","4369328777","RTIGBA",FALSE
"2125","91","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word91","6","

A","19","A",FALSE
"2126","664","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word664","6","

6, 7, 8, 9, 10","466","678910",FALSE
"2127","2787","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word2787","6","

R, T, S, E, C, D, B,","7872","RTSECDB",FALSE
"2128","42222","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word42222","6","

R, T, S, E, W, U, D,","22224","RTSEWUD",FALSE
"2129","129659","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word129659","6","

a","956921","A",FALSE
"2130","5868779","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word5868779","6","

a","9778685","A",FALSE
"2131","38675711","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word38675711","6","

R, T, S, E, M, L, K,","11757683","RTSEMLK",FALSE
"2132","129523986","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word129523986","6","

B","689325921","B",FALSE
"2133","3611269796","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word3611269796","6","

A","6979621163","A",FALSE
"2134","15","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word15","6","

A","51","A",FALSE
"2135","662","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word662","6","

a","266","A",FALSE
"2136","5542","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word5542","6","

R, T, S, E, D, C, B,","2455","RTSEDCB",FALSE
"2137","66198","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word66198","6","

A","89166","A",FALSE
"2138","217516","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word217516","6","

a","615712","A",FALSE
"2139","5837162","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word5837162","6","

B","2617385","B",FALSE
"2140","86971693","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word86971693","6","

a","39617968","A",FALSE
"2141","187699158","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word187699158","6","

A","851996781","A",FALSE
"2142","4772726894","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word4772726894","6","

R, T, G, B, A","4986272774","RTGBA",FALSE
"2143","17","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word17","6","

A","71","A",FALSE
"2144","741","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word741","6","

a","147","A",FALSE
"2145","2933","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word2933","6","

R, T, S, E, I, N, M,","3392","RTSEINM",FALSE
"2146","46266","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word46266","6","

a","66264","A",FALSE
"2147","799157","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word799157","6","

A","751997","A",FALSE
"2148","5576146","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word5576146","6","

R, T, S, I, G, E, D,","6416755","RTSIGED",FALSE
"2149","11559236","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word11559236","6","

A","63295511","A",FALSE
"2150","182174446","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word182174446","6","

B","644471281","B",FALSE
"2151","5179687958","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word5179687958","6","

B","8597869715","B",FALSE
"2152","71","2","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word71","6","

a","17","A",FALSE
"2153","844","3","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word844","6","

R, T, S, E, D, C, B,","448","RTSEDCB",FALSE
"2154","1779","4","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word1779","6","

A","9771","A",FALSE
"2155","65225","5","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word65225","6","

A","52256","A",FALSE
"2156","296316","6","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word296316","6","

R, T, G, B, A","613692","RTGBA",FALSE
"2157","7857829","7","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word7857829","6","

R, T, G, B, A","9287587","RTGBA",FALSE
"2158","71519235","8","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word71519235","6","

7

19

235

715","53291517","719235715",FALSE
"2159","699765131","9","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word699765131","6","

B","131567996","B",FALSE
"2160","9246979834","10","text-babbage-001","lets play a game. Tell me from right to left letter by letter the word9246979834","6","

B","4389796429","B",FALSE
"2161","28","2","text-ada-001","Spell the word 28 backwards","1","

zeh","82","ZEH",FALSE
"2162","446","3","text-ada-001","Spell the word 446 backwards","1","

4de4s
4js
4kds
4ls","644","4DE4S4JS4KDS4LS",FALSE
"2163","8611","4","text-ada-001","Spell the word 8611 backwards","1","

den

11
I
11
j
en","1168","DEN11I11JEN",FALSE
"2164","51479","5","text-ada-001","Spell the word 51479 backwards","1","

ed
ed-4s
ed-4-7","97415","EDED4SED47",FALSE
"2165","273282","6","text-ada-001","Spell the word 273282 backwards","1","

yarksa","282372","YARKSA",FALSE
"2166","1783515","7","text-ada-001","Spell the word 1783515 backwards","1","

5S5

5Z5","5153871","5S55Z5",FALSE
"2167","99352574","8","text-ada-001","Spell the word 99352574 backwards","1","

n<U+00FA>m
ibre
n<U+00FA>m
ibre
","47525399","N<U+00DA>MIBREN<U+00DA>MIBRE",FALSE
"2168","721817137","9","text-ada-001","Spell the word 721817137 backwards","1","

lem

lex","731718127","LEMLEX",FALSE
"2169","9683914786","10","text-ada-001","Spell the word 9683914786 backwards","1","

63884

1","6874193869","638841",FALSE
"2170","71","2","text-ada-001","Spell the word 71 backwards","1","

3noun
backward
1s

1a
","17","3NOUNBACKWARD1S1A",FALSE
"2171","421","3","text-ada-001","Spell the word 421 backwards","1","

3i2o

1o2o","124","3I2O1O2O",FALSE
"2172","2955","4","text-ada-001","Spell the word 2955 backwards","1","

539m","5592","539M",FALSE
"2173","95516","5","text-ada-001","Spell the word 95516 backwards","1","

6rm9576","61559","6RM9576",FALSE
"2174","417332","6","text-ada-001","Spell the word 417332 backwards","1","

ses

es","233714","SESES",FALSE
"2175","5464258","7","text-ada-001","Spell the word 5464258 backwards","1","

4p4n4s4ri4k4","8524645","4P4N4S4RI4K4",FALSE
"2176","41447811","8","text-ada-001","Spell the word 41447811 backwards","1","

134, 454, 711

1, 4,","11874414","13445471114",FALSE
"2177","315888755","9","text-ada-001","Spell the word 315888755 backwards","1","

es-3s-a-o-n-i-z","557888513","ES3SAONIZ",FALSE
"2178","3928787944","10","text-ada-001","Spell the word 3928787944 backwards","1","

3234

79
4
38
78
3","4497878293","323479438783",FALSE
"2179","26","2","text-ada-001","Spell the word 26 backwards","1","

 ndre","62","NDRE",FALSE
"2180","237","3","text-ada-001","Spell the word 237 backwards","1","

s-a-i-d-e","732","SAIDE",FALSE
"2181","3178","4","text-ada-001","Spell the word 3178 backwards","1","

es-3a8s","8713","ES3A8S",FALSE
"2182","43361","5","text-ada-001","Spell the word 43361 backwards","1","

niht

1334","16334","NIHT1334",FALSE
